,type,id,description,Unnamed: 0,cwe_counts,libraries,repos
612,category,1441,OWASP Top Ten 2025 Category A06:2025 - Insecure Design,820,7293,"aiohttp, docling, filelock, flask, gitpython, gradio, gunicorn, h11, h2, ipython, jinja2, jupyter-server, jupyterlab, keras, lightning, litestar, mlflow, nbconvert, onnx, pillow, pip, pygments, python-multipart, pytorch-lightning, requests, stanza, starlette, tornado, unstructured, uv, uwsgi, virtualenv","aim, alibi-detect, altair, autogluon, bentoml, bigartm, biopy, blaze, bokeh, bolt, caffe, catalyst, catboost, chainer, cleanlab, cltk, colibri-core, colossalai, comet-llm, compreface, corenlp, cornac, cortex, danswerai, dash, deepchecks, deepface, deeplake, deeppavlov, deeppy, detectron2, determined, di-engine, digits, dowel, drqa, dtaidistance, emcee, evidently, face_recognition, fastapi, feast, fedot, garage, gensim, ggpy, gradio, gymnasium, haystack, hebel, igel, jax, jieba, joligen, jprocessing, keras-tuner, lab, lambdo, langflow, langfuse, lightgbm, lightly, lightwood, loso, machine-learning, mars, matplotlib, maze, metaworld, mindsdb, mlens, mlflow, mljar-supervised, mlx, mlxtend, neural, neural-style-pt, neuraltalk, neuraltalk2, neuroner, neuropredict, nilearn, numpy, nut, open-metric-learning, open-webui, optuna, pandas, parris, pattern, pebl, petrel, pgmpy, pix2pix-keras, pkuseg-python, polyglot, pomegranate, prodmodel, pybrain, pydantic, pymc, pynlpl, pyqtgraph, pyss3, pysyft, pytensor, python-recsys, python-timbl, pytorch, pytorch-frame, pytorch-image-models, pytorch-lightning, pytorch_geometric, pytorchcv, rasa, ray, recommenders, rep, retinaface, retro, river, rosetta, scikit-image, scikit-learn, scikit-learn-intelex, scikit-opt, scikit-survival, seaborn, shogun, skbel, skll, skorch, sktime, somoclu, spacy, spearmint, statsmodels, stellargraph, streamlit, superset, synapseml, tensorflow, tesseract, textacy, tpot, transformers, typer, vigra, vispy, vizdoom, xcessiv, xgboost, xlearn, yalign, zipline, zpar"
613,category,1442,OWASP Top Ten 2025 Category A07:2025 - Authentication Failures,411,128,"aiohttp, cryptography, flask-cors, gradio, hermes-agent, joserfc, jupyter-server, litellm, mcp, mlflow, nltk, pyjwt, ray","altair, blaze, colossalai, evidently, face_recognition, feast, fedot, gensim, igel, lightwood, litellm, mindsdb, mlflow, open-webui, ray, superset, zipline"
614,category,1443,OWASP Top Ten 2025 Category A08:2025 - Software or Data Integrity Failures,1276,1059,"aiohttp, azure-core, certifi, cryptography, dgl, diskcache, fugue, gitpython, gradio, h2o, keras, langchain, lightning, mistune, mlflow, nbconvert, nltk, numpy, onnx, pillow, pip, pyarrow, pyjwt, pytorch-lightning, pyyaml, ray, scikit-learn, sqlitedict, stanza, tensorflow, tensorflow-gpu, torch, transformers","aim, alibi, alibi-detect, altair, autogluon, backprop, bentoml, bigartm, blaze, bokeh, bolt, caffe, catalyst, catboost, chainer, chefboost, chemicalx, cleanlab, cltk, colossalai, compreface, cornac, cortex, danswerai, dedupe, deepchecks, deepface, deeppavlov, deeppy, detectron2, determined, di-engine, digits, dl-translate, drqa, eurybia, evidently, evostra, face_recognition, feast, fedot, frouros, garage, gensim, gradio, haystack, hebel, igel, jieba, joligen, jprocessing, keras-tuner, lambdo, langflow, lightgbm, lightly, lightning-bolts, lightwood, litellm, loso, machine-learning, mars, matplotlib, maze, mindsdb, miraiml, mlens, mlflow, mljar-supervised, mlxtend, neural-style-pt, neuraltalk, neurolab, neuroner, neuropredict, nn_builder, numpy, nut, open-metric-learning, open-webui, opfython, opytimizer, pandas, pcv, pebl, petrel, pix2pix-keras, pkuseg-python, polyglot, prodmodel, pybrain, pyod, pyqtgraph, pytensor, python-recsys, pytorch, pytorch-frame, pytorch-image-models, pytorch-lightning, pytorch_geometric, pytorch_geometric_temporal, pytorchcv, rasa, ray, recommenders, rep, retro, river, scikit-learn, scikit-learn-intelex, segmentation_models.pytorch, sentiment-analyzer, sentiment_classifier, shapash, simpleai, skbel, sklearn-genetic-opt, skll, skorch, snips-nlu, snownlp, statsmodels, streamlit, superset, tensorflow, tflearn, tpot, transformers, tresnet, vizdoom, xgboost, yalign, zipline, zpar"
615,category,1444,OWASP Top Ten 2025 Category A09:2025 - Logging & Alerting Failures,30,63,"flask-cors, notebook","blaze, bokeh, comet-llm, cortex, danswerai, deepface, determined, feast, gradio, langflow, mlflow, open-webui, pattern, ray, rep, typer, zipline"
616,category,1445,OWASP Top Ten 2025 Category A10:2025 - Mishandling of Exceptional Conditions,3117,879,"cryptography, jupyterlab, lxml, markdown, mistune, numpy, onnx, pillow, pyjwt, pyopenssl, pytorch-lightning, ray, tensorflow, tensorflow-gpu","aim, altair, blaze, bokeh, caffe, colossalai, compreface, cornac, danswerai, dash, deepface, digits, face_recognition, feast, gradio, igel, joligen, langflow, lightwood, machine-learning, mindsdb, mlflow, neuroner, nn_builder, open-webui, pix2pix-keras, pysyft, pytorch, pytorch-lightning, ray, scikit-multiflow, skbel, superset, tensorflow, typer, xcessiv, zipline"
617,category,1447,General Software Weaknesses that Appear in Products that Use or Support AI/ML Technology,7169,9608,"aim, aiohttp, azure-core, babel, black, bleach, chromadb, deepspeed, dgl, diffusers, diskcache, docling, dulwich, dynaconf, flask-cors, fugue, gdown, gitpython, gradio, h2o, ipython, jinja2, joblib, jupyter-server, jupyterlab, keras, langchain, langchain-text-splitters, lightning, litestar, lxml, lxml-html-clean, mako, mcp, mistune, mlflow, modelscope, nbconvert, nltk, notebook, numexpr, numpy, onnx, pillow, pip, pyarrow, pydantic-ai, pydantic-settings, pygments, pyjwt, pymdown-extensions, pytorch-lightning, pyyaml, ragas, ray, scikit-learn, setuptools, sqlitedict, stanza, starlette, tensorflow, tensorflow-gpu, torch, tornado, transformers, unstructured, uv, virtualenv, werkzeug, wheel","aim, alibi, alibi-detect, altair, annoy, autogluon, backprop, bentoml, bigartm, biopy, blaze, bokeh, bolt, bowtie, breze, bytehub, caffe, catalyst, catboost, chainer, chefboost, chemicalx, cleanlab, cltk, colibri-core, colossalai, compreface, corenlp, cornac, cortex, couler, danswerai, dash, dedupe, deepchecks, deepface, deeplake, deeppavlov, deeppy, detectron2, determined, di-engine, digits, dl-translate, dowel, drqa, dtaidistance, emcee, eurybia, evidently, evostra, face_recognition, fastapi, feast, fedot, frouros, gan, garage, gensim, ggpy, gradio, gymnasium, haystack, hebel, igel, imbalanced-ensemble, jax, jieba, joligen, jprocessing, keras-tuner, lab, lambdo, langflow, langfuse, lifelines, lightgbm, lightly, lightning-bolts, lightwood, litellm, loso, machine-learning, mars, matplotlib, maze, metaworld, metric-learn, mindsdb, miraiml, mist, mlens, mlflow, mljar-supervised, mlx, mlxtend, neural-style-pt, neuraltalk, neuraltalk2, neurolab, neuroner, neuropredict, nilearn, nn_builder, notebook, numpy, nupic.studio, nut, open-metric-learning, open-webui, opfython, optuna, opytimizer, pandas, parris, pcv, pebl, petrel, pgmpy, pix2pix-keras, pkuseg-python, polyglot, pomegranate, prodmodel, pybrain, pydantic, pymc, pynlpl, pyod, pyqtgraph, pyss3, pystanforddependencies, pysyft, pytensor, python-recsys, python-timbl, pytorch, pytorch-frame, pytorch-image-models, pytorch-lightning, pytorch_geometric, pytorch_geometric_temporal, pytorchcv, rasa, ray, recommenders, rep, retinaface, retro, rgf, river, rockpool, rosetta, scikit-image, scikit-learn, scikit-learn-intelex, scikit-multiflow, scikit-opt, scikit-survival, seaborn, segmentation_models, segmentation_models.pytorch, sentiment-analyzer, sentiment_classifier, shapash, shogun, simpleai, skbel, sklearn-genetic-opt, skll, skorch, sktime, snips-nlu, snownlp, somoclu, spacy, spearmint, statsmodels, stellargraph, streamlit, superset, synapseml, tensorflow, tesseract, textacy, tflearn, tpot, transformers, tresnet, typer, upgini, vigra, vispy, vizdoom, xcessiv, xgboost, xlearn, yalign, zipline, zpar"
618,chain,680,Integer Overflow to Buffer Overflow,33,296,"pillow, tensorflow, tensorflow-cpu, tensorflow-gpu, ujson","aim, alibi, altair, compreface, cornac, determined, evidently, fastapi, feast, igel, lightwood, matplotlib, mindsdb, mlflow, neuroner, nn_builder, open-webui, ray, skbel, zipline"
619,chain,690,Unchecked Return Value to NULL Pointer Dereference,2,2,"pillow, tensorflow","compreface, zipline"
620,chain,692,Incomplete Denylist to Cross-Site Scripting,4,10,"bleach, gitpython, lxml-html-clean, mistune","aim, altair, cltk, compreface, danswerai, igel, mlflow, open-webui, ray, skbel"
621,class,20,Improper Input Validation,2358,15719,"aim, aiohttp, babel, black, certifi, cryptography, docling, dulwich, flask-cors, gdown, gitpython, gradio, grpcio, h2o, hermes-agent, httplib2, jinja2, joserfc, jupyter-server, keras, langchain, lightning, lxml, mako, mistune, mlflow, nbconvert, nltk, numpy, onnx, orjson, pillow, pip, protobuf, pydantic-settings, pyjwt, pymdown-extensions, pyopenssl, pypdf, python-multipart, sentencepiece, setuptools, soupsieve, starlette, tensorflow, tensorflow-cpu, tensorflow-gpu, torch, tornado, tqdm, ujson, unstructured, urllib3, uv, werkzeug, wheel","aim, alibi, alibi-detect, altair, autogluon, backprop, bentoml, bigartm, biopy, blaze, bokeh, bolt, caffe, catalyst, catboost, chainer, chemicalx, cleanlab, cltk, colibri-core, colossalai, compreface, corenlp, cornac, cortex, danswerai, dash, deepchecks, deepface, deeplake, deeppavlov, deeppy, detectron2, determined, di-engine, digits, dl-translate, dowel, drqa, dtaidistance, emcee, evidently, face_recognition, fastapi, feast, fedot, garage, gensim, ggpy, gradio, gymnasium, haystack, hebel, igel, jax, jieba, joligen, jprocessing, keras-tuner, lab, lambdo, langflow, langfuse, lightgbm, lightly, lightwood, loso, machine-learning, mars, matplotlib, maze, metaworld, mindsdb, mlens, mlflow, mljar-supervised, mlx, mlxtend, neural-style-pt, neuraltalk, neuraltalk2, neuroner, neuropredict, nilearn, nn_builder, numpy, nut, open-metric-learning, open-webui, optuna, pandas, parris, pebl, petrel, pgmpy, pix2pix-keras, pkuseg-python, polyglot, prodmodel, pybrain, pydantic, pymc, pynlpl, pyqtgraph, pyss3, pysyft, pytensor, python-recsys, python-timbl, pytorch, pytorch-frame, pytorch-image-models, pytorch-lightning, pytorch_geometric, pytorchcv, rasa, ray, recommenders, retinaface, retro, river, rosetta, scikit-image, scikit-learn, scikit-learn-intelex, scikit-multiflow, scikit-opt, scikit-survival, seaborn, shogun, skbel, skll, skorch, sktime, somoclu, spacy, spearmint, statsmodels, stellargraph, streamlit, superset, synapseml, tensorflow, tesseract, textacy, tpot, transformers, typer, vigra, vispy, vizdoom, xcessiv, xgboost, xlearn, yalign, zipline, zpar"
622,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),1783,9367,"aim, aiohttp, black, bleach, chromadb, deepspeed, diffusers, diskcache, dulwich, dynaconf, flask, fonttools, fugue, gitpython, gradio, gunicorn, ipython, jinja2, joblib, jupyter-server, jupyterlab, keras, langchain, litestar, llama-index, lxml, lxml-html-clean, mistune, mlflow, modelscope, nltk, notebook, numexpr, oauthlib, onnx, pillow, pip, pymysql, python-multipart, pyyaml, ray, setuptools, sqlalchemy, sqlitedict, starlette, tensorflow, tensorflow-gpu, torch, tornado, transformers, ujson, uv, virtualenv, werkzeug","aim, alibi, alibi-detect, altair, annoy, auto_viml, autogluon, autoviz, backprop, bentoml, bigartm, biopy, blaze, bokeh, bolt, bowtie, breze, bytehub, caffe, catalyst, catboost, chainer, chemicalx, cleanlab, cltk, colibri-core, colossalai, compreface, corenlp, cornac, cortex, couler, danswerai, dash, deepchecks, deepface, deeplake, deeppavlov, deeppy, detectron2, determined, di-engine, digits, dowel, drqa, dtaidistance, emcee, evidently, face_recognition, fastapi, feast, fedot, gan, garage, gensim, ggpy, gradio, gymnasium, haystack, hebel, igel, imbalanced-ensemble, jax, jieba, joligen, jprocessing, keras-tuner, lab, lambdo, langflow, langfuse, lifelines, lightgbm, lightly, lightwood, litellm, loso, machine-learning, mars, matplotlib, maze, metaworld, metric-learn, mindsdb, mist, mlens, mlflow, mljar-supervised, mlx, mlxtend, nalp, neural-style-pt, neuraltalk, neuraltalk2, neuroner, neuropredict, nilearn, nn_builder, notebook, numpy, nupic.studio, nut, open-metric-learning, open-webui, optuna, pandas, parris, pattern, pebl, petrel, pgmpy, pix2pix-keras, pkuseg-python, polyglot, prodmodel, pybrain, pydantic, pymc, pynlpl, pyod, pyqtgraph, pyss3, pystanforddependencies, pysyft, pytensor, python-recsys, python-timbl, pytorch, pytorch-frame, pytorch-image-models, pytorch-lightning, pytorch_geometric, pytorchcv, rasa, ray, recommenders, rep, retinaface, retro, rgf, river, rockpool, rosetta, scikit-image, scikit-learn, scikit-learn-intelex, scikit-multiflow, scikit-opt, scikit-survival, seaborn, segmentation_models, shogun, skbel, skll, skorch, sktime, snips-nlu, somoclu, spacy, spammy, spearmint, statsmodels, stellargraph, streamlit, superset, synapseml, tensorflow, tesseract, textacy, tpot, transformers, typer, vigra, vispy, vizdoom, xcessiv, xgboost, xlearn, yalign, zipline, zpar"
623,class,75,Failure to Sanitize Special Elements into a Different Plane (Special Element Injection),8,23,"gitpython, hermes-agent, langchain, lxml, pillow, tornado, tqdm, urllib3","cltk, colossalai, compreface, di-engine, digits, dl-translate, feast, igel, mindsdb, mlflow, open-webui, pandas, ray, superset, zipline"
624,class,77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),279,2041,"dulwich, dynaconf, fugue, gitpython, hermes-agent, ipython, jupyterlab, langchain, lxml, mlflow, pillow, tensorflow, tensorflow-gpu, tornado, tqdm, urllib3, virtualenv","aim, alibi, altair, bentoml, bigartm, blaze, bokeh, catalyst, catboost, cleanlab, cltk, colibri-core, colossalai, compreface, cornac, cortex, danswerai, dash, deeplake, deeppy, detectron2, determined, di-engine, digits, dl-translate, evidently, fastapi, feast, gensim, gradio, igel, jax, langflow, lightwood, loso, mars, matplotlib, mindsdb, mist, mlens, mlflow, neuraltalk, neuroner, nilearn, nn_builder, numpy, open-metric-learning, open-webui, pandas, pydantic, pynlpl, pyqtgraph, pystanforddependencies, pytorch, pytorch-image-models, pytorch-lightning, rasa, ray, rep, retro, scikit-image, scikit-learn-intelex, shogun, skbel, skll, spearmint, statsmodels, streamlit, superset, tensorflow, transformers, typer, vizdoom, xgboost, zipline"
625,class,99,Improper Control of Resource Identifiers ('Resource Injection'),65,34,"gitpython, hermes-agent, langchain, lxml, pillow, starlette, tornado, tqdm, urllib3","altair, cltk, colossalai, compreface, danswerai, di-engine, digits, dl-translate, fastapi, feast, igel, mindsdb, mlflow, open-webui, pandas, ray, superset, zipline"
626,class,114,Process Control,2662,7632,"aiohttp, docling, flask, gitpython, gradio, ipython, jupyterlab, keras, litestar, mlflow, nbconvert, oauthlib, onnx, pillow, pip, python-multipart, pyyaml, starlette, tensorflow, tensorflow-gpu, transformers, ujson, unstructured, uv, werkzeug","aim, alibi-detect, altair, auto_viml, autogluon, autoviz, backprop, bentoml, bigartm, biopy, blaze, bokeh, bolt, caffe, catalyst, catboost, chainer, cleanlab, cltk, colibri-core, colossalai, compreface, corenlp, cornac, cortex, danswerai, dash, deepchecks, deepface, deeplake, deeppavlov, deeppy, detectron2, determined, di-engine, digits, dowel, drqa, dtaidistance, emcee, evidently, fastapi, feast, fedot, garage, gensim, ggpy, gradio, gymnasium, haystack, hebel, igel, jax, jieba, joligen, jprocessing, keras-tuner, lab, lambdo, langflow, langfuse, lightgbm, lightly, lightwood, loso, machine-learning, mars, matplotlib, maze, metaworld, mindsdb, mlens, mlflow, mljar-supervised, mlx, mlxtend, nalp, neural-style-pt, neuraltalk, neuraltalk2, neuroner, neuropredict, nilearn, nn_builder, numpy, nut, open-metric-learning, open-webui, optuna, pandas, parris, pattern, pebl, petrel, pgmpy, pix2pix-keras, pkuseg-python, polyglot, prodmodel, pybrain, pydantic, pymc, pynlpl, pyqtgraph, pyss3, pysyft, pytensor, python-recsys, python-timbl, pytorch, pytorch-frame, pytorch-image-models, pytorch-lightning, pytorch_geometric, pytorchcv, rasa, ray, recommenders, retinaface, retro, river, rosetta, scikit-image, scikit-learn, scikit-learn-intelex, scikit-opt, scikit-survival, seaborn, shogun, skbel, skll, skorch, sktime, somoclu, spacy, spammy, spearmint, statsmodels, stellargraph, streamlit, superset, synapseml, tensorflow, tesseract, textacy, tpot, transformers, typer, vigra, vispy, vizdoom, xcessiv, xgboost, xlearn, yalign, zipline, zpar"
627,class,116,Improper Encoding or Escaping of Output,88,26,"flask-cors, gitpython, hermes-agent, langchain, lxml, pillow, tornado, tqdm, urllib3","blaze, cltk, colossalai, compreface, di-engine, digits, dl-translate, feast, igel, mindsdb, mlflow, open-webui, pandas, ray, superset, zipline"
628,class,118,Incorrect Access of Indexable Resource ('Range Error'),0,231,"cryptography, protobuf, sentencepiece, tensorflow, tensorflow-gpu, torch","aim, autogluon, backprop, chemicalx, cleanlab, cltk, colossalai, compreface, cornac, cortex, determined, gradio, igel, joligen, lightwood, mindsdb, mlflow, neuroner, nn_builder, open-webui, pytorch-frame, pytorch-lightning, ray, tpot"
629,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,8299,4855,"aiohttp, cryptography, flask, gitpython, gradio, ipython, jupyterlab, litestar, mlflow, numpy, oauthlib, onnx, opencv-python, pillow, pip, pymongo, pyopenssl, python-multipart, pyyaml, starlette, tensorflow, tensorflow-cpu, tensorflow-gpu, transformers, ujson, uv, werkzeug","aim, alibi, altair, auto_viml, autoviz, backprop, blaze, bokeh, cleanlab, cltk, colossalai, compreface, cornac, cortex, danswerai, deeppavlov, determined, digits, evidently, face_recognition, fastapi, feast, gradio, igel, langflow, lightly, lightwood, matplotlib, mindsdb, mlflow, nalp, neuroner, nn_builder, numpy, open-webui, pattern, pix2pix-keras, pydantic, pysyft, pytensor, pytorch, pytorchcv, rasa, ray, retro, scikit-multiflow, skbel, spammy, streamlit, superset, transformers, vizdoom, zipline"
