,type,id,description,cwe_counts,libraries,repos
97,base,378,Creation of Temporary File With Insecure Permissions,53,"mlflow, transformers","backprop, catboost, colossalai, cortex, deeppavlov, determined, di-engine, gensim, lightly, mindsdb, mlflow, nut, python-timbl, pytorch, rasa, shogun, tensorflow, transformers"
98,base,379,Creation of Temporary File in Directory with Insecure Permissions,53,"mlflow, transformers","backprop, catboost, colossalai, cortex, deeppavlov, determined, di-engine, gensim, lightly, mindsdb, mlflow, nut, python-timbl, pytorch, rasa, shogun, tensorflow, transformers"
99,base,385,Covert Timing Channel,13,"cryptography, ecdsa, gradio","colossalai, face_recognition, igel, rasa, ray, superset"
100,base,386,Symbolic Name not Mapping to Correct Object,13,"gradio, h2o, tensorflow","colossalai, compreface, cornac, fedot, igel, neuroner, nn_builder, ray"
101,base,390,Detection of Error Condition Without Action,28,tensorflow,"compreface, cornac, igel, neuroner, nn_builder, ray"
102,base,391,Unchecked Error Condition,58,"cryptography, tensorflow","aim, compreface, cornac, face_recognition, igel, neuroner, nn_builder, ray"
103,base,392,Missing Report of Error Condition,12,tensorflow,"compreface, cornac, neuroner, nn_builder"
104,base,394,Unexpected Status Code or Return Value,58,"cryptography, tensorflow","aim, compreface, cornac, face_recognition, igel, neuroner, nn_builder, ray"
105,base,395,Use of NullPointerException Catch to Detect NULL Pointer Dereference,12,tensorflow,"compreface, cornac, neuroner, nn_builder"
106,base,396,Declaration of Catch for Generic Exception,12,tensorflow,"compreface, cornac, neuroner, nn_builder"
107,base,408,Incorrect Behavior Order: Early Amplification,2,dnspython,"rasa, ray"
108,base,410,Insufficient Resource Pool,250,"apache-airflow, dparse, flask, h2o, idna, jinja2, langchain, nltk, pillow, pygments, python-jose, python-multipart, starlette, tensorflow, tornado, urllib3, werkzeug, zipp","aim, blaze, catboost, cltk, colossalai, compreface, cornac, danswerai, deeplake, digits, evidently, feast, fedot, gensim, gradio, igel, jax, langflow, lasagne, lightly, lightwood, litellm, matplotlib, mindsdb, minigrad, mlflow, neuroner, nn_builder, numpy, nupic.studio, open-webui, pytorch-lightning, pytorchcv, rasa, ray, river, scikit-learn-intelex, sinabs, skbel, spammy, stellargraph, streamlit, tensorflow, transformers, zipline"
109,base,412,Unrestricted Externally Accessible Lock,7,tensorflow,"compreface, cornac, igel, neuroner, nn_builder"
110,base,413,Improper Resource Locking,7,tensorflow,"compreface, cornac, igel, neuroner, nn_builder"
111,base,414,Missing Lock Check,7,tensorflow,"compreface, cornac, igel, neuroner, nn_builder"
112,base,421,Race Condition During Access to Alternate Channel,10,"azure-identity, gradio","colossalai, feast, mlflow, ray"
113,base,425,Direct Request ('Forced Browsing'),11,"apache-airflow, litellm, ray, tensorflow","compreface, cornac, evidently, mindsdb, neuroner"
114,base,426,Untrusted Search Path,18,"apache-airflow, dask, jupyter-core, mlflow, tensorflow","blaze, compreface, cornac, evidently, igel, minigrad, mlflow, neuroner, nn_builder, ray, skbel, transformers"
115,base,427,Uncontrolled Search Path Element,38,"apache-airflow, dask, gitpython, mlflow, tensorflow","blaze, compreface, cornac, evidently, igel, mlflow, neuroner, nn_builder, rasa, ray"
116,base,428,Unquoted Search Path or Element,38,"apache-airflow, dask, gitpython, mlflow, tensorflow","blaze, compreface, cornac, evidently, igel, mlflow, neuroner, nn_builder, rasa, ray"
117,base,430,Deployment of Wrong Handler,16,"lightning, mlflow, pygments","colossalai, determined, evidently, igel, minigrad, mlflow, ray, sinabs, skbel, stellargraph, zipline"
118,base,434,Unrestricted Upload of File with Dangerous Type,116,"h2o, urllib3","aim, cltk, compreface, danswerai, deepface, digits, evidently, feast, fedot, gradio, igel, joligen, lightly, lightwood, litellm, mindsdb, minigrad, mlflow, open-webui, pytorch, pytorch-lightning, pytorchcv, rasa, ray, river, scikit-learn-intelex, sinabs, skbel, streamlit, tensorflow, transformers, xcessiv, zipline"
119,base,455,Non-exit on Failed Initialization,23,"pillow, tensorflow","compreface, cornac, igel, lightly, matplotlib, neuroner, nn_builder, nupic.studio, stellargraph, zipline"
120,base,460,Improper Cleanup on Thrown Exception,14,"redis, tensorflow","compreface, cornac, neuroner, nn_builder, ray"
121,base,466,Return of Pointer Value Outside of Expected Range,590,"aiohttp, apache-airflow, flask, gitpython, gradio, ipython, litellm, mlflow, oauthlib, pip, protobuf, pyyaml, tensorflow, werkzeug","aim, auto_viml, autoviz, bigartm, blaze, catboost, cleanlab, cltk, colossalai, compreface, cornac, danswerai, digits, evidently, gradio, igel, mindsdb, minigrad, mlflow, nalp, neuroner, nn_builder, numpy, pattern, petrel, pix2pix-keras, pytensor, pytorch, pytorch-lightning, pytorchcv, rasa, ray, retro, skbel, spammy, stellargraph, vizdoom, zipline"
122,base,468,Incorrect Pointer Scaling,7,tensorflow,"compreface, cornac, igel, neuroner, nn_builder"
123,base,469,Use of Pointer Subtraction to Determine Size,7,tensorflow,"compreface, cornac, igel, neuroner, nn_builder"
124,base,470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'),558,"aiohttp, apache-airflow, flask, gitpython, gradio, h2o, ipython, lightning, litellm, mlflow, oauthlib, pip, pyyaml, tensorflow, werkzeug","aim, auto_viml, autoviz, blaze, catboost, cleanlab, cltk, colossalai, compreface, cornac, danswerai, determined, evidently, fedot, gradio, igel, mindsdb, minigrad, mlflow, nalp, neuroner, nn_builder, numpy, pattern, petrel, pix2pix-keras, pytensor, pytorch, pytorch-lightning, pytorchcv, rasa, ray, retro, skbel, spammy, stellargraph, vizdoom, zipline"
125,base,471,Modification of Assumed-Immutable Data (MAID),2,notebook,"minigrad, rep"
126,base,472,External Control of Assumed-Immutable Web Parameter,3,tensorflow,"compreface, cornac, neuroner"
127,base,476,NULL Pointer Dereference,136,"azure-identity, cryptography, gradio, grpcio, pillow, tensorflow","aim, colossalai, compreface, cornac, face_recognition, feast, igel, lightly, matplotlib, mlflow, neuroner, nn_builder, nupic.studio, rasa, ray, stellargraph, tensorflow, zipline"
128,base,480,Use of Incorrect Operator,65,"gradio, requests, tensorflow","aim, cleanlab, cltk, colossalai, compreface, cornac, cortex, evidently, feast, frouros, gradio, igel, lightly, lightwood, litellm, minigrad, mlflow, neuroner, nn_builder, pysyft, pytorch, pytorch-lightning, rasa, ray, rep, river, scikit-learn-intelex, sinabs, skbel, superset, tensorflow, transformers"
129,base,483,Incorrect Block Delimitation,65,"gradio, requests, tensorflow","aim, cleanlab, cltk, colossalai, compreface, cornac, cortex, evidently, feast, frouros, gradio, igel, lightly, lightwood, litellm, minigrad, mlflow, neuroner, nn_builder, pysyft, pytorch, pytorch-lightning, rasa, ray, rep, river, scikit-learn-intelex, sinabs, skbel, superset, tensorflow, transformers"
130,base,484,Omitted Break Statement in Switch,65,"gradio, requests, tensorflow","aim, cleanlab, cltk, colossalai, compreface, cornac, cortex, evidently, feast, frouros, gradio, igel, lightly, lightwood, litellm, minigrad, mlflow, neuroner, nn_builder, pysyft, pytorch, pytorch-lightning, rasa, ray, rep, river, scikit-learn-intelex, sinabs, skbel, superset, tensorflow, transformers"
131,base,488,Exposure of Data Element to Wrong Session,14,"apache-airflow, dask, mlflow, tensorflow","blaze, compreface, cornac, evidently, igel, mlflow, neuroner, nn_builder, ray"
132,base,489,Active Debug Code,8,,"bokeh, caffe, compreface, evidently, face_recognition, mindsdb, xcessiv"
133,base,494,Download of Code Without Integrity Check,269,"aim, aiohttp, apache-airflow, bleach, certifi, gradio, jinja2, jupyter-server, jupyterlab, lxml, mlflow, nbconvert, notebook, paramiko, pillow, readthedocs-sphinx-search, tensorflow, urllib3","blaze, catalyst, cleanlab, cltk, colossalai, compreface, cornac, couler, deepface, dl-translate, evidently, feast, gradio, igel, joligen, lasagne, lightly, lightwood, machine-learning, matplotlib, maze, mindsdb, minigrad, mlflow, neuroner, nn_builder, nupic.studio, pomegranate, pytorch, pytorch-lightning, pytorchcv, rasa, ray, rep, retro, river, scikit-learn-intelex, sinabs, skbel, statsmodels, stellargraph, tensorflow, transformers, zipline"
134,base,497,Exposure of Sensitive System Information to an Unauthorized Control Sphere,125,"apache-airflow, flask-appbuilder, gradio, jupyterlab, mlflow, requests, restrictedpython, sentry-sdk, urllib3","aim, bentoml, bokeh, catboost, cleanlab, colossalai, compreface, cortex, detectron2, determined, evidently, feast, gan, gradio, igel, lightgbm, lightly, minigrad, mlflow, pyss3, pytorch, pytorch-lightning, pytorch_geometric, rasa, ray, rep, sinabs, skbel, spacy, superset, zipline"
135,base,502,Deserialization of Untrusted Data,6,lightning,"colossalai, determined"
136,base,521,Weak Password Requirements,2,flask-appbuilder,superset
137,base,523,Unprotected Transport of Credentials,2,requests,"rep, superset"
138,base,524,Use of Cache Containing Sensitive Information,16,"apache-airflow, dask, flask-appbuilder, mlflow, tensorflow","blaze, compreface, cornac, evidently, igel, mlflow, neuroner, nn_builder, ray, superset"
139,base,532,Insertion of Sensitive Information into Log File,125,"apache-airflow, flask-appbuilder, gradio, jupyterlab, mlflow, requests, restrictedpython, sentry-sdk, urllib3","aim, bentoml, bokeh, catboost, cleanlab, colossalai, compreface, cortex, detectron2, determined, evidently, feast, gan, gradio, igel, lightgbm, lightly, minigrad, mlflow, pyss3, pytorch, pytorch-lightning, pytorch_geometric, rasa, ray, rep, sinabs, skbel, spacy, superset, zipline"
140,base,538,Insertion of Sensitive Information into Externally-Accessible File or Directory,269,"apache-airflow, flask-appbuilder, gradio, jupyterlab, mlflow, notebook, requests, restrictedpython, sentry-sdk, snowflake-connector-python, urllib3","aim, bentoml, bokeh, catboost, cleanlab, colossalai, compreface, cortex, detectron2, determined, di-engine, evidently, feast, gan, gradio, igel, lightgbm, lightly, litellm, minigrad, mlflow, open-webui, pyss3, pytorch, pytorch-lightning, pytorch_geometric, rasa, ray, rep, sinabs, skbel, spacy, streamlit, superset, typer, xgboost, zipline"
141,base,544,Missing Standardized Error Handling Mechanism,12,tensorflow,"compreface, cornac, neuroner, nn_builder"
142,base,549,Missing Password Field Masking,2,requests,"rep, superset"
143,base,551,Incorrect Behavior Order: Authorization Before Parsing and Canonicalization,5,"apache-airflow, dnspython","evidently, rasa, ray"
144,base,552,Files or Directories Accessible to External Parties,51,"apache-airflow, dask, flask, gradio, mlflow, tensorflow","blaze, colossalai, compreface, cornac, di-engine, evidently, igel, mindsdb, mlflow, neuraxle, neuroner, nn_builder, pytorchcv, ray, zipline"
145,base,565,Reliance on Cookies without Validation and Integrity Checking,35,urllib3,"cltk, compreface, evidently, feast, gradio, igel, lightly, lightwood, minigrad, mlflow, pytorch, rasa, ray, river, scikit-learn-intelex, sinabs, skbel, tensorflow, transformers, zipline"
146,base,567,Unsynchronized Access to Shared Data in a Multithreaded Context,14,tensorflow,"compreface, cornac, igel, neuroner, nn_builder"
147,base,601,URL Redirection to Untrusted Site ('Open Redirect'),2,h2o,fedot
148,base,603,Use of Client-Side Authentication,11,nltk,"cltk, danswerai, deepchecks, evidently, gensim, lightwood, mlflow, ray, spammy, transformers"
149,base,606,Unchecked Input for Loop Condition,52,tensorflow,"aim, compreface, cornac, igel, neuroner, nn_builder, ray"
150,base,609,Double-Checked Locking,19,"gradio, tensorflow","colossalai, compreface, cornac, igel, neuroner, nn_builder, ray"
151,base,611,Improper Restriction of XML External Entity Reference,2,h2o,fedot
152,base,613,Insufficient Session Expiration,2,flask-appbuilder,superset
153,base,617,Reachable Assertion,136,"gradio, redis, requests, tensorflow","aim, cleanlab, cltk, colossalai, compreface, cornac, cortex, evidently, feast, frouros, gradio, igel, lightly, lightwood, litellm, minigrad, mlflow, neuroner, nn_builder, pysyft, pytorch, pytorch-lightning, rasa, ray, rep, river, scikit-learn-intelex, sinabs, skbel, superset, tensorflow, transformers"
154,base,624,Executable Regular Expression Error,192,"celery, deepspeed, gradio, mlflow, pip, torch","aim, backprop, colossalai, compreface, cortex, deepchecks, detecto, determined, evidently, face_recognition, garage, gradio, igel, lightly, minigrad, mlflow, nn_builder, pytorch-lightning, ray, retro, sinabs, superset"
155,base,625,Permissive Regular Expression,2,,catboost
156,base,639,Authorization Bypass Through User-Controlled Key,23,"apache-airflow, flask-cors, jupyter-server, litellm, mlflow","blaze, evidently, mindsdb, mlflow, ray, zipline"
157,base,640,Weak Password Recovery Mechanism for Forgotten Password,2,flask-appbuilder,superset
158,base,641,Improper Restriction of Names for Files and Other Resources,45,,"aim, danswerai, deepface, digits, joligen, litellm, mindsdb, mlflow, open-webui, pytorch-lightning, pytorchcv, streamlit, xcessiv"
159,base,645,Overly Restrictive Account Lockout Mechanism,2,flask-appbuilder,superset
160,base,648,Incorrect Use of Privileged APIs,7,"ipython, jupyter-core","igel, minigrad, skbel, stellargraph, transformers"
161,base,649,Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking,69,"certifi, gradio, paramiko, pillow, tensorflow","cltk, colossalai, compreface, cornac, evidently, feast, gradio, igel, lightly, lightwood, matplotlib, minigrad, mlflow, neuroner, nn_builder, nupic.studio, pytorch, rasa, ray, retro, river, scikit-learn-intelex, sinabs, skbel, stellargraph, tensorflow, transformers, zipline"
162,base,654,Reliance on a Single Factor in a Security Decision,43,jinja2,"blaze, catalyst, cleanlab, cltk, compreface, couler, dl-translate, feast, gradio, igel, joligen, lasagne, lightwood, litellm, maze, minigrad, mlflow, pomegranate, pytorch, rasa, ray, river, scikit-learn-intelex, sinabs, skbel, statsmodels, transformers, zipline"
163,base,663,Use of a Non-reentrant Function in a Concurrent Context,7,tensorflow,"compreface, cornac, igel, neuroner, nn_builder"
164,base,681,Incorrect Conversion between Numeric Types,49,tensorflow,"aim, compreface, cornac, igel, neuroner, nn_builder, ray"
165,base,694,Use of Multiple Resources with Duplicate Identifier,45,,"aim, danswerai, deepface, digits, joligen, litellm, mindsdb, mlflow, open-webui, pytorch-lightning, pytorchcv, streamlit, xcessiv"
166,base,698,Execution After Redirect (EAR),65,"gradio, requests, tensorflow","aim, cleanlab, cltk, colossalai, compreface, cornac, cortex, evidently, feast, frouros, gradio, igel, lightly, lightwood, litellm, minigrad, mlflow, neuroner, nn_builder, pysyft, pytorch, pytorch-lightning, rasa, ray, rep, river, scikit-learn-intelex, sinabs, skbel, superset, tensorflow, transformers"
167,base,749,Exposed Dangerous Method or Function,17,"apache-airflow, flask-cors, jupyter-server, litellm, mlflow","blaze, evidently, mindsdb, mlflow, ray, zipline"
168,base,756,Missing Custom Error Page,93,"flask-appbuilder, jupyter-server, tensorflow","blaze, catboost, colossalai, compreface, cornac, danswerai, deepface, digits, evidently, joligen, litellm, machine-learning, mindsdb, neuroner, nn_builder, open-webui, pytorch, ray, superset"
169,base,757,Selection of Less-Secure Algorithm During Negotiation ('Algorithm Downgrade'),43,jinja2,"blaze, catalyst, cleanlab, cltk, compreface, couler, dl-translate, feast, gradio, igel, joligen, lasagne, lightwood, litellm, maze, minigrad, mlflow, pomegranate, pytorch, rasa, ray, river, scikit-learn-intelex, sinabs, skbel, statsmodels, transformers, zipline"
170,base,764,Multiple Locks of a Critical Resource,21,tensorflow,"compreface, cornac, igel, neuroner, nn_builder"
171,base,765,Multiple Unlocks of a Critical Resource,7,tensorflow,"compreface, cornac, igel, neuroner, nn_builder"
172,base,767,Access to Critical Private Variable via Public Method,14,"apache-airflow, dask, mlflow, tensorflow","blaze, compreface, cornac, evidently, igel, mlflow, neuroner, nn_builder, ray"
173,base,770,Allocation of Resources Without Limits or Throttling,1080,"aiohttp, apache-airflow, dparse, flask, gitpython, gradio, grpcio, h2o, idna, ipython, jinja2, langchain, litellm, mlflow, nltk, oauthlib, pillow, pip, pygments, python-jose, python-multipart, pyyaml, starlette, tensorflow, tornado, urllib3, werkzeug, zipp","aim, auto_viml, autoviz, blaze, catboost, cleanlab, cltk, colossalai, compreface, cornac, danswerai, deeplake, digits, evidently, feast, fedot, gensim, gradio, igel, jax, langflow, lasagne, lightly, lightwood, litellm, matplotlib, mindsdb, minigrad, mlflow, nalp, neuroner, nn_builder, numpy, nupic.studio, open-webui, pattern, petrel, pix2pix-keras, pytensor, pytorch, pytorch-lightning, pytorchcv, rasa, ray, retro, river, scikit-learn-intelex, sinabs, skbel, spammy, stellargraph, streamlit, tensorflow, transformers, vizdoom, zipline"
